Key ID,CMIS Name,Page,Byte,Byte Length,Mask Bytes,Bank Scope,Value Type,Unit,Scale,Byte Order,Conversion Note,Access,Behavior,Requirement,Condition,Description,Reference Section,Reference Table,SONiC Cross-check,SONiC Field
ModuleActiveFirmwareMajorRevision,ModuleActiveFirmwareMajorRevision,,39,1,,,u8,,,,,RO,Normal,Rqd,,U8 Numeric representation of the module’s active firmware major revision,,8-15,Agrees,ModuleActiveFirmwareMajorRevision
ModuleActiveFirmwareMinorRevision,ModuleActiveFirmwareMinorRevision,,40,1,,,u8,,,,,RO,Normal,Rqd,,U8 Numeric representation of the module’s active firmware minor revision,,8-15,Agrees,ModuleActiveFirmwareMinorRevision
ModuleFaultCause,ModuleFaultCause,,41,1,,,enum8,,,,,RO,Normal,Opt,,Reason of entering the ModuleFault state 0: No Fault detected (or field not supported) 1: TEC runaway 2: Data memory corrupted 3: Program memory corrupted 4: Transmitter fault 5: Receiver fault 6: Temperature related fault 7-31: Reserved (fault codes) 32-63: Custom (fault codes) 64-255: Reserved (general),,8-16,Agrees,ModuleFaultCause
Reserved.Lwr.42,Reserved,,42,1,0xF0,,,,,,,RO,Normal,,,Reserved,,8-17,Not in SONiC,
PasswordCmdResult,PasswordCmdResult,,42,1,0x0F,,bitfield4,,,,,RO,Normal,Rqd,,Results status for the most recent password entry or password change entry in 00h:118-125 0000b: not supported (legacy before CMIS 5.3) 0001b: module password entry or change has been accepted 0010b: host password entry or change has been accepted 0011b: password entry not accepted 1000b: password validation in progress Advertisement: 01h:251.3-2,,8-17,Not in SONiC,
Reserved.Lwr.43,Reserved,,43,1,,,,,,,,RO,Normal,,,Reserved,,8-17,Not in SONiC,
Reserved.Lwr.44,Reserved,,44,1,,,,,,,,RO,Normal,,,Reserved,,8-17,Not in SONiC,
Reserved.Lwr.45,Reserved,,45,1,,,,,,,,RO,Normal,,,Reserved,,8-17,Not in SONiC,
CmisSmSupport,CmisSmSupport,,56,1,,,u8,,,,,RO,Normal,Rqd,,"CMIS State Machines (SM) dynamics supported: 0: undefined transceiver or muxceiver (legacy) 1: no state machine supported (e.g. passive cable) 2: MSM only (Resource Module or fixed transceiver) 3: MSM + DPSM (programmable transceiver) 4: MSM + DPSM + NPSM (Muxceiver) 5-FF: Reserved Note: When undefined (prior to CMIS 5.3), the type of module is implicit but can usually be determined from MemoryModel (00h:2) and from other advertisements.",,8-18,Not in SONiC,
ModuleFunctionType,ModuleFunctionType,,57,1,,,u8,,,,,RO,Normal,Rqd,,0: Transmission Module 1: ELSFP Resource Module [10] 2-127: Reserved 128-255: Custom,,8-18,Agrees,ModuleFunctionType
Reserved.Lwr.58,Reserved,,58,2,,,,,,,,RO,Normal,,,Reserved [2],,8-18,Not in SONiC,
Reserved.Lwr.60,Reserved,,60,1,0xF0,,,,,,,RO,Normal,,,Reserved Note: This reservation is conservative since SFF-8024 theoretically allows for 255 transceiver sub-type codes (while only a few are expected to be used).,,8-18,Not in SONiC,
SFF8024ModuleSubtype,SFF8024ModuleSubtype,,60,1,0x0F,,bitfield4,,,,,RO,Normal,Rqd,,"SFF8024ModuleSubtype is an SFF-8024 module subtype identifier, with meaning defined in the Transceiver Sub-type codes table in [5]. It allows the reader to infer information regarding variants of physical form factor or thermal characteristics, depending on the SFF8024Identifier value.",,8-18,Not in SONiC,
Reserved.Lwr.61,Reserved,,61,1,0xF8,,,,,,,RO,Normal,,,Reserved,,8-18,Not in SONiC,
SFF8024FiberFaceType,SFF8024FiberFaceType,,61,1,0x03,,bitfield2,,,,,RO,Normal,Rqd,,"Physical contact specification at optical connectors (assumed to be the same for all optical interfaces) 00b: Unknown, unspecified, or not applicable 01b: PC/UPC (Physical/Ultra Physical contact) 10b: APC (Angled Physical Contact) 11b: Reserved Note: See 00h:203 for connector type information",,8-18,Not in SONiC,
LowPowerRestrictions,LowPowerRestrictions,,62,1,,,enum8,,,,,RO,Normal,Rqd,,"The module advertises if certain management functions, despite being supported in ModuleReady state, are not fully available on entry to ModuleLowPwr state, due to LowPower mode implementation restrictions. See Table 8-19 for the management function groups that may be restricted for that reason. Note: Because restrictions are advertised here, the encoding is somewhat unusual as follows: 0: management functionality fully supported (unrestricted) 1: management functionality not fully supported (restricted) Note: The purpose of his advertisement is to provide full transparency to the host if a module can or cannot fully support certain non-traffic related but possibly power-hungry management functions, because the implementation would violate the power dissipation constraint of Low Power mode. For management functions with result feedback (such as CDB commands) a host may also use a try-and-err approach to find out if the function is supported.",,8-18,Not in SONiC,
Reserved.Lwr.63,Reserved,,63,1,,,,,,,,RO,Normal,,,Reserved,,8-18,Not in SONiC,
MediaType,MediaType,,85,1,,,enum8,,,,,RO,Normal,Rqd,,The MediaType field defines the interpretation of MediaInterfaceID values in the following Application Descriptors. See Table 8-20 for the MediaType encoding.,,8-21,Agrees,ModuleMediaType
HostInterfaceIDApp1,HostInterfaceIDApp1,,86,1,,,u8,,,,,RO,Normal,Rqd,,AppDescriptor1 AppSel 1 (0001b) See Table 8-22,,8-23,Agrees,HostElectricalInterfaceID | HostElectricalInterfaceID_1
MediaInterfaceIDApp1,MediaInterfaceIDApp1,,87,1,,,u8,,,,,RO,Normal,Rqd,,AppDescriptor1 AppSel 1 (0001b) See Table 8-22,,8-23,Agrees,ModuleMediaInterface850nm | ModuleMediaInterface850nm_1 | ModuleMediaInterfaceActiveCable | ModuleMediaInterfaceActiveCable_1 | ModuleMediaInterfaceBaseT | ModuleMediaInterfaceBaseT_1 | ModuleMediaInterfacePassiveCopper | ModuleMediaInterfacePassiveCopper_1 | ModuleMediaInterfaceSM | ModuleMediaInterfaceSM_1
HostLaneCountApp1,HostLaneCountApp1,,88,1,0xF0,,bitfield4,,,,,RO,Normal,Rqd,,AppDescriptor1 AppSel 1 (0001b) See Table 8-22,,8-23,Agrees,HostLaneCount | HostLaneCount_1
MediaLaneCountApp1,MediaLaneCountApp1,,88,1,0x0F,,bitfield4,,,,,RO,Normal,Rqd,,AppDescriptor1 AppSel 1 (0001b) See Table 8-22,,8-23,Agrees,MediaLaneCount | MediaLaneCount_1
HostLaneAssignmentOptionsApp1,HostLaneAssignmentOptionsApp1,,89,1,,,u8,,,,,RO,Normal,Rqd,,AppDescriptor1 AppSel 1 (0001b) See Table 8-22,,8-23,Agrees,HostLaneAssignmentOptions | HostLaneAssignmentOptions_1
HostInterfaceIDApp2,HostInterfaceIDApp2,,90,1,,,u8,,,,,RO,Normal,Rqd,,AppDescriptor2 AppSel 2 (0010b) See Table 8-22,,8-23,Agrees,HostElectricalInterfaceID_2
MediaInterfaceIDApp2,MediaInterfaceIDApp2,,91,1,,,u8,,,,,RO,Normal,Rqd,,AppDescriptor2 AppSel 2 (0010b) See Table 8-22,,8-23,Agrees,ModuleMediaInterface850nm_2 | ModuleMediaInterfaceActiveCable_2 | ModuleMediaInterfaceBaseT_2 | ModuleMediaInterfacePassiveCopper_2 | ModuleMediaInterfaceSM_2
HostLaneCountApp2,HostLaneCountApp2,,92,1,0xF0,,bitfield4,,,,,RO,Normal,Rqd,,AppDescriptor2 AppSel 2 (0010b) See Table 8-22,,8-23,Agrees,HostLaneCount_2
MediaLaneCountApp2,MediaLaneCountApp2,,92,1,0x0F,,bitfield4,,,,,RO,Normal,Rqd,,AppDescriptor2 AppSel 2 (0010b) See Table 8-22,,8-23,Agrees,MediaLaneCount_2
HostLaneAssignmentOptionsApp2,HostLaneAssignmentOptionsApp2,,93,1,,,u8,,,,,RO,Normal,Rqd,,AppDescriptor2 AppSel 2 (0010b) See Table 8-22,,8-23,Agrees,HostLaneAssignmentOptions_2
HostInterfaceIDApp3,HostInterfaceIDApp3,,94,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor3 AppSel 3 (0011b) See Table 8-22,,8-23,Agrees,HostElectricalInterfaceID_3
MediaInterfaceIDApp3,MediaInterfaceIDApp3,,95,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor3 AppSel 3 (0011b) See Table 8-22,,8-23,Agrees,ModuleMediaInterface850nm_3 | ModuleMediaInterfaceActiveCable_3 | ModuleMediaInterfaceBaseT_3 | ModuleMediaInterfacePassiveCopper_3 | ModuleMediaInterfaceSM_3
HostLaneCountApp3,HostLaneCountApp3,,96,1,0xF0,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor3 AppSel 3 (0011b) See Table 8-22,,8-23,Agrees,HostLaneCount_3
MediaLaneCountApp3,MediaLaneCountApp3,,96,1,0x0F,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor3 AppSel 3 (0011b) See Table 8-22,,8-23,Agrees,MediaLaneCount_3
HostLaneAssignmentOptionsApp3,HostLaneAssignmentOptionsApp3,,97,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor3 AppSel 3 (0011b) See Table 8-22,,8-23,Agrees,HostLaneAssignmentOptions_3
HostInterfaceIDApp4,HostInterfaceIDApp4,,98,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor4 AppSel 4 (0100b) See Table 8-22,,8-23,Agrees,HostElectricalInterfaceID_4
MediaInterfaceIDApp4,MediaInterfaceIDApp4,,99,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor4 AppSel 4 (0100b) See Table 8-22,,8-23,Agrees,ModuleMediaInterface850nm_4 | ModuleMediaInterfaceActiveCable_4 | ModuleMediaInterfaceBaseT_4 | ModuleMediaInterfacePassiveCopper_4 | ModuleMediaInterfaceSM_4
HostLaneCountApp4,HostLaneCountApp4,,100,1,0xF0,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor4 AppSel 4 (0100b) See Table 8-22,,8-23,Agrees,HostLaneCount_4
MediaLaneCountApp4,MediaLaneCountApp4,,100,1,0x0F,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor4 AppSel 4 (0100b) See Table 8-22,,8-23,Agrees,MediaLaneCount_4
HostLaneAssignmentOptionsApp4,HostLaneAssignmentOptionsApp4,,101,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor4 AppSel 4 (0100b) See Table 8-22,,8-23,Agrees,HostLaneAssignmentOptions_4
HostInterfaceIDApp5,HostInterfaceIDApp5,,102,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor5 AppSel 5 (0101b) See Table 8-22,,8-23,Agrees,HostElectricalInterfaceID_5
MediaInterfaceIDApp5,MediaInterfaceIDApp5,,103,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor5 AppSel 5 (0101b) See Table 8-22,,8-23,Agrees,ModuleMediaInterface850nm_5 | ModuleMediaInterfaceActiveCable_5 | ModuleMediaInterfaceBaseT_5 | ModuleMediaInterfacePassiveCopper_5 | ModuleMediaInterfaceSM_5
HostLaneCountApp5,HostLaneCountApp5,,104,1,0xF0,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor5 AppSel 5 (0101b) See Table 8-22,,8-23,Agrees,HostLaneCount_5
MediaLaneCountApp5,MediaLaneCountApp5,,104,1,0x0F,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor5 AppSel 5 (0101b) See Table 8-22,,8-23,Agrees,MediaLaneCount_5
HostLaneAssignmentOptionsApp5,HostLaneAssignmentOptionsApp5,,105,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor5 AppSel 5 (0101b) See Table 8-22,,8-23,Agrees,HostLaneAssignmentOptions_5
HostInterfaceIDApp6,HostInterfaceIDApp6,,106,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor6 AppSel 6 (0110b) See Table 8-22,,8-23,Agrees,HostElectricalInterfaceID_6
MediaInterfaceIDApp6,MediaInterfaceIDApp6,,107,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor6 AppSel 6 (0110b) See Table 8-22,,8-23,Agrees,ModuleMediaInterface850nm_6 | ModuleMediaInterfaceActiveCable_6 | ModuleMediaInterfaceBaseT_6 | ModuleMediaInterfacePassiveCopper_6 | ModuleMediaInterfaceSM_6
HostLaneCountApp6,HostLaneCountApp6,,108,1,0xF0,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor6 AppSel 6 (0110b) See Table 8-22,,8-23,Agrees,HostLaneCount_6
MediaLaneCountApp6,MediaLaneCountApp6,,108,1,0x0F,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor6 AppSel 6 (0110b) See Table 8-22,,8-23,Agrees,MediaLaneCount_6
HostLaneAssignmentOptionsApp6,HostLaneAssignmentOptionsApp6,,109,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor6 AppSel 6 (0110b) See Table 8-22,,8-23,Agrees,HostLaneAssignmentOptions_6
HostInterfaceIDApp7,HostInterfaceIDApp7,,110,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor7 AppSel 7 (0111b) See Table 8-22,,8-23,Agrees,HostElectricalInterfaceID_7
MediaInterfaceIDApp7,MediaInterfaceIDApp7,,111,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor7 AppSel 7 (0111b) See Table 8-22,,8-23,Agrees,ModuleMediaInterface850nm_7 | ModuleMediaInterfaceActiveCable_7 | ModuleMediaInterfaceBaseT_7 | ModuleMediaInterfacePassiveCopper_7 | ModuleMediaInterfaceSM_7
HostLaneCountApp7,HostLaneCountApp7,,112,1,0xF0,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor7 AppSel 7 (0111b) See Table 8-22,,8-23,Agrees,HostLaneCount_7
MediaLaneCountApp7,MediaLaneCountApp7,,112,1,0x0F,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor7 AppSel 7 (0111b) See Table 8-22,,8-23,Agrees,MediaLaneCount_7
HostLaneAssignmentOptionsApp7,HostLaneAssignmentOptionsApp7,,113,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor7 AppSel 7 (0111b) See Table 8-22,,8-23,Agrees,HostLaneAssignmentOptions_7
HostInterfaceIDApp8,HostInterfaceIDApp8,,114,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor8 AppSel 8 (1000b) See Table 8-22,,8-23,Agrees,HostElectricalInterfaceID_8
MediaInterfaceIDApp8,MediaInterfaceIDApp8,,115,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor8 AppSel 8 (1000b) See Table 8-22,,8-23,Agrees,ModuleMediaInterface850nm_8 | ModuleMediaInterfaceActiveCable_8 | ModuleMediaInterfaceBaseT_8 | ModuleMediaInterfacePassiveCopper_8 | ModuleMediaInterfaceSM_8
HostLaneCountApp8,HostLaneCountApp8,,116,1,0xF0,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor8 AppSel 8 (1000b) See Table 8-22,,8-23,Agrees,HostLaneCount_8
MediaLaneCountApp8,MediaLaneCountApp8,,116,1,0x0F,,bitfield4,,,,,RO,Normal,Cnd,,AppDescriptor8 AppSel 8 (1000b) See Table 8-22,,8-23,Agrees,MediaLaneCount_8
HostLaneAssignmentOptionsApp8,HostLaneAssignmentOptionsApp8,,117,1,,,u8,,,,,RO,Normal,Cnd,,AppDescriptor8 AppSel 8 (1000b) See Table 8-22,,8-23,Agrees,HostLaneAssignmentOptions_8
PasswordChangeEntryArea,PasswordChangeEntryArea,,118,4,,,u32,,,Big-endian,,WO,SelfClearing,Opt,,U32: new password value,,8-24,Not in SONiC,
PasswordEntryArea,PasswordEntryArea,,122,4,,,u32,,,Big-endian,,WO,SelfClearing,Opt,,U32: password value,,8-24,Not in SONiC,
BankSelect,BankSelect,,126,1,,,u8,,,,,RW,Normal,Cnd,,Bank Index of Page mapped to Upper Memory (if applicable). The current BankSelect value determines which Bank of a Page is accessed (for Pages with Banking) when a host ACCESS addresses a Byte in Upper Memory (address 128 through 255). Ignored when the Page indexed by PageSelect is unbanked.,,8-25,Not in SONiC,
PageSelect,PageSelect,,127,1,,,u8,,,,,RWW,Normal,Cnd,,Page Index of Page mapped to Upper Memory The current PageSelect value determines which Page (or Page in a Bank) is accessed when a host ACCESS addresses a Byte in Upper Memory (address 128 through 255) Note: The module will clear the PageSelect when needed to prevent mapping an unsupported page.,,8-25,Not in SONiC,
SFF8024Identifier.00h,SFF8024Identifier,0x00,128,1,,,u8,,,,,RO,Normal,Rqd,,This Byte shall contain the same value as the SFF8024 Identifier Byte 00h:0. See Byte 00h:0 for a description of its meaning.,8.3.1,8-27,Agrees,Identifier Abbreviation
VendorName,VendorName,0x00,129,16,,,ascii[16],,,,,RO,Normal,Rqd,,Vendor name (ASCII),,8-28,Agrees,VendorName
VendorOUI,VendorOUI,0x00,145,3,,,bytes[3],,,,,RO,Normal,Rqd,,Vendor IEEE company ID,,8-28,Agrees,VendorOUI
VendorPN,VendorPN,0x00,148,16,,,ascii[16],,,,,RO,Normal,Rqd,,Part number provided by vendor (ASCII),,8-28,Agrees,VendorPN
VendorRev,VendorRev,0x00,164,2,,,ascii[2],,,,,RO,Normal,Rqd,,Revision level for part number provided by vendor (ASCII),,8-28,Agrees,VendorRev
VendorSN,VendorSN,0x00,166,16,,,ascii[16],,,,,RO,Normal,Rqd,,Vendor Serial Number (ASCII),,8-28,Agrees,VendorSN
DateCode,DateCode,0x00,182,8,,,ascii[8],,,,,RO,Normal,Rqd,,Manufacturing Date Code (ASCII),,8-28,Agrees,VendorDate
Year,Year,0x00,182,2,,,ascii[2],,,,,RO,Normal,Rqd,,ASCII two low order digits of year (00=2000),,8-29,SONiC wider,VendorDate
Month,Month,0x00,184,2,,,ascii[2],,,,,RO,Normal,Rqd,,ASCII digits of month (01=Jan through 12=Dec),,8-29,SONiC wider,VendorDate
DayOfMonth,DayOfMonth,0x00,186,2,,,ascii[2],,,,,RO,Normal,Rqd,,ASCII day of month (01-31),,8-29,SONiC wider,VendorDate
LotCode,LotCode,0x00,188,2,,,ascii[2],,,,,RO,Normal,Opt,,"ASCII custom lot code, may be blank",,8-29,SONiC wider,VendorDate
CLEICode,CLEICode,0x00,190,10,,,ascii[10],,,,,RO,Normal,Rqd,,Common Language Equipment Identification Code (ASCII),,8-28; 8-30,Not in SONiC,
ModulePowerClass,ModulePowerClass,0x00,200,1,0xE0,,bitfield3,,,,,RO,Normal,Rqd,,000: Power class 1 001: Power class 2 010: Power class 3 011: Power class 4 100: Power class 5 101: Power class 6 110: Power class 7 111: Power class 8,,8-31,Agrees (SONiC splits),Power Class_5; Power Class_6; Power Class_7
Reserved.00h.200,Reserved,0x00,200,1,0x1F,,,,,,,RO,Normal,,,Reserved,,8-31,Not in SONiC,
MaxPower,MaxPower,0x00,201,1,,,u8,W,0.25,,,RO,Normal,Rqd,,Maximum power consumption in multiples of 0.25 W rounded up to the next whole multiple of 0.25 W,,8-31,Agrees,MaxPower
LengthMultiplier,LengthMultiplier,0x00,202,1,0xC0,,bitfield2,,,,,RO,Normal,Rqd,,Multiplier for value in bits 5-0: 00: multiplier 0.1 01: multiplier 1 10: multiplier 10 11: multiplier 100,,8-32,Agrees (SONiC splits),LengthMultiplier_6; LengthMultiplier_7
BaseLength,BaseLength,0x00,202,1,0x3F,,bitfield6,m,1,,"Multiply by LengthMultiplier (00h:202.7-6): 00b x0.1, 01b x1, 10b x10, 11b x100",RO,Normal,Rqd,,"Link length base value in meters. To calculate actual link length use multiplier in bits 7-6. A value of 0 indicates an undefined Link Length, e.g. when the physical media can be disconnected from the module.",,8-32,Agrees (SONiC splits),Length Cable Assembly_0; Length Cable Assembly_1; Length Cable Assembly_2; Length Cable Assembly_3; Length Cable Assembly_4; Length Cable Assembly_5
ConnectorType,ConnectorType,0x00,203,1,,,u8,,,,,RO,Normal,Rqd,,Type of connector present in the module. See Table 4-3 in [5] for Connector Type codes.,,8-33,Agrees,Connector
AttenuationAt5GHz,AttenuationAt5GHz,0x00,204,1,,,u8,dB,1,,,RO,Normal,Cnd,,U8 cable attenuation at 5 GHz in 1 dB increments,,8-34,Not in SONiC,
AttenuationAt7GHz,AttenuationAt7GHz,0x00,205,1,,,u8,dB,1,,,RO,Normal,Cnd,,U8 cable attenuation at 7 GHz in 1 dB increments,,8-34,Not in SONiC,
AttenuationAt12p9GHz,AttenuationAt12p9GHz,0x00,206,1,,,u8,dB,1,,,RO,Normal,Cnd,,U8 cable attenuation at 12.9 GHz in 1 dB increments,,8-34,Not in SONiC,
AttenuationAt25p8GHz,AttenuationAt25p8GHz,0x00,207,1,,,u8,dB,1,,,RO,Normal,Cnd,,U8 cable attenuation at 25.8 GHz in 1 dB increments,,8-34,Not in SONiC,
AttenuationAt53p1GHz,AttenuationAt53p1GHz,0x00,208,1,,,u8,dB,1,,,RO,Normal,Cnd,,U8 cable attenuation at 53.125 GHz in 1 dB increments. A value of 0 dB indicates that this characteristic is not available (not relevant or otherwise unknown),,8-34,Not in SONiC,
Reserved.00h.209,Reserved,0x00,209,1,,,,,,,,RO,Normal,,,Reserved,,8-34,Not in SONiC,
MediaLaneUnsupportedLane8,MediaLaneUnsupportedLane8,0x00,210,1,0x80,,bool,,,,,RO,Normal,Cnd,,"Bool: MediaLaneUnsupportedLane<i> 0b: Media Lane <i> supported 1b: Media Lane <i> not supported Condition: Module supports at most 8 host lanes. Otherwise, byte is reserved (0 valued). Hosts should ignore this byte when the m odule supports more than 8 host lanes.",,8-35,Not in SONiC,
MediaLaneUnsupportedLane7,MediaLaneUnsupportedLane7,0x00,210,1,0x40,,bool,,,,,RO,Normal,Cnd,,"Bool: MediaLaneUnsupportedLane<i> 0b: Media Lane <i> supported 1b: Media Lane <i> not supported Condition: Module supports at most 8 host lanes. Otherwise, byte is reserved (0 valued). Hosts should ignore this byte when the m odule supports more than 8 host lanes.",,8-35,Not in SONiC,
MediaLaneUnsupportedLane6,MediaLaneUnsupportedLane6,0x00,210,1,0x20,,bool,,,,,RO,Normal,Cnd,,"Bool: MediaLaneUnsupportedLane<i> 0b: Media Lane <i> supported 1b: Media Lane <i> not supported Condition: Module supports at most 8 host lanes. Otherwise, byte is reserved (0 valued). Hosts should ignore this byte when the m odule supports more than 8 host lanes.",,8-35,Not in SONiC,
MediaLaneUnsupportedLane5,MediaLaneUnsupportedLane5,0x00,210,1,0x10,,bool,,,,,RO,Normal,Cnd,,"Bool: MediaLaneUnsupportedLane<i> 0b: Media Lane <i> supported 1b: Media Lane <i> not supported Condition: Module supports at most 8 host lanes. Otherwise, byte is reserved (0 valued). Hosts should ignore this byte when the m odule supports more than 8 host lanes.",,8-35,Not in SONiC,
MediaLaneUnsupportedLane4,MediaLaneUnsupportedLane4,0x00,210,1,0x08,,bool,,,,,RO,Normal,Cnd,,"Bool: MediaLaneUnsupportedLane<i> 0b: Media Lane <i> supported 1b: Media Lane <i> not supported Condition: Module supports at most 8 host lanes. Otherwise, byte is reserved (0 valued). Hosts should ignore this byte when the m odule supports more than 8 host lanes.",,8-35,Not in SONiC,
MediaLaneUnsupportedLane3,MediaLaneUnsupportedLane3,0x00,210,1,0x04,,bool,,,,,RO,Normal,Cnd,,"Bool: MediaLaneUnsupportedLane<i> 0b: Media Lane <i> supported 1b: Media Lane <i> not supported Condition: Module supports at most 8 host lanes. Otherwise, byte is reserved (0 valued). Hosts should ignore this byte when the m odule supports more than 8 host lanes.",,8-35,Not in SONiC,
MediaLaneUnsupportedLane2,MediaLaneUnsupportedLane2,0x00,210,1,0x02,,bool,,,,,RO,Normal,Cnd,,"Bool: MediaLaneUnsupportedLane<i> 0b: Media Lane <i> supported 1b: Media Lane <i> not supported Condition: Module supports at most 8 host lanes. Otherwise, byte is reserved (0 valued). Hosts should ignore this byte when the m odule supports more than 8 host lanes.",,8-35,Not in SONiC,
MediaLaneUnsupportedLane1,MediaLaneUnsupportedLane1,0x00,210,1,0x01,,bool,,,,,RO,Normal,Cnd,,"Bool: MediaLaneUnsupportedLane<i> 0b: Media Lane <i> supported 1b: Media Lane <i> not supported Condition: Module supports at most 8 host lanes. Otherwise, byte is reserved (0 valued). Hosts should ignore this byte when the m odule supports more than 8 host lanes.",,8-35,Not in SONiC,
Reserved.00h.211,Reserved,0x00,211,1,0xE0,,,,,,,RO,Normal,,,Reserved,,8-36,Not in SONiC,
FarEndConfiguration,FarEndConfiguration,0x00,211,1,0x1F,,bitfield5,,,,,RO,Normal,Cnd,,Configuration of the far end module breakout. See Table 8-38 for configuration codes,,8-36,Not in SONiC,
MediaInterfaceTechnology,MediaInterfaceTechnology,0x00,212,1,,,u8,,,,,RO,Normal,Rqd,,Media Interface Technology as per Table 8-40,,8-39,Agrees,MediaInterfaceTechnology
MciFlowControlDurationEncoding,MciFlowControlDurationEncoding,0x00,213,1,0x80,,bool,,,,,RO,Normal,Cnd,,Defines the method to determine the duration of the Flow Control Phase 0b: static (given as number of bytes) 1b: speed-dependent (given as a duration),,8-41,Not in SONiC,
